ts,zone_id,label,current,peak
1759912636.8784807,1759862204690,2,7,8
1759912641.8819292,1759862199579,1,2,4
1759912641.8819292,1759862204690,2,7,8
1759912646.8911939,1759862199579,1,2,4
1759912646.8911939,1759862204690,2,7,8
1759912651.8760655,1759862199579,1,2,4
1759912651.8760655,1759862204690,2,7,8
1759912656.8787582,1759862199579,1,2,4
1759912656.8787582,1759862204690,2,7,8
1759912661.8810618,1759862199579,1,2,4
1759912661.8810618,1759862204690,2,7,8
1759912666.8798947,1759862199579,1,2,4
1759912666.8798947,1759862204690,2,7,8
1759912671.877804,1759862199579,1,2,4
1759912671.877804,1759862204690,2,7,8
1759912676.8834038,1759862199579,1,2,4
1759912676.8834038,1759862204690,2,7,8
1759912681.8779018,1759862199579,1,2,4
1759912681.8779018,1759862204690,2,7,8
1759912686.8771665,1759862199579,1,2,4
1759912686.8771665,1759862204690,2,7,8
1759912691.877095,1759862199579,1,2,4
1759912691.877095,1759862204690,2,7,8
1759912696.8873303,1759862199579,1,2,4
1759912696.8873303,1759862204690,2,7,8
1759912701.8778255,1759862199579,1,2,4
1759912701.8778255,1759862204690,2,7,8
1759912706.8782482,1759862199579,1,2,4
1759912706.8782482,1759862204690,2,7,8
1759912711.8780062,1759862199579,1,2,4
1759912711.8780062,1759862204690,2,7,8
1759912716.8848534,1759862199579,1,2,4
1759912716.8848534,1759862204690,2,7,8
1759912721.8819408,1759862199579,1,2,4
1759912721.8819408,1759862204690,2,7,8
1759912726.8793206,1759862199579,1,2,4
1759912726.8793206,1759862204690,2,7,8
1759912731.8784223,1759862199579,1,2,4
1759912731.8784223,1759862204690,2,7,8
1759912736.876232,1759862199579,1,2,4
1759912736.876232,1759862204690,2,7,8
1759912741.878286,1759862199579,1,2,4
1759912741.878286,1759862204690,2,7,8
1759912746.8778894,1759862199579,1,2,4
1759912746.8778894,1759862204690,2,7,8
1759912751.8812265,1759862199579,1,2,4
1759912751.8812265,1759862204690,2,7,8
1759912756.878415,1759862199579,1,2,4
1759912756.878415,1759862204690,2,7,8
1759912761.8774827,1759862199579,1,2,4
1759912761.8774827,1759862204690,2,7,8
1759912766.8788235,1759862199579,1,2,4
1759912766.8788235,1759862204690,2,7,8
1759912771.877828,1759862199579,1,2,4
1759912771.877828,1759862204690,2,7,8
1759912776.8788617,1759862199579,1,2,4
1759912776.8788617,1759862204690,2,7,8
1759912781.8800619,1759862199579,1,2,4
1759912781.8800619,1759862204690,2,7,8
1759912786.8768167,1759862199579,1,2,4
1759912786.8768167,1759862204690,2,7,8
1759912791.887109,1759862199579,1,2,4
1759912791.887109,1759862204690,2,7,8
1759912796.8769364,1759862199579,1,2,4
1759912796.8769364,1759862204690,2,7,8
1759912801.8799431,1759862199579,1,2,4
1759912801.8799431,1759862204690,2,7,8
1759912806.8773496,1759862199579,1,2,4
1759912806.8773496,1759862204690,2,7,8
1759912811.8771486,1759862199579,1,2,4
1759912811.8771486,1759862204690,2,7,8
1759912816.8836358,1759862199579,1,2,4
1759912816.8836358,1759862204690,2,7,8
1759912821.8777971,1759862199579,1,2,4
1759912821.8777971,1759862204690,2,7,8
1759912826.8800151,1759862199579,1,2,4
1759912826.8800151,1759862204690,2,7,8
1759912831.8877883,1759862199579,1,2,4
1759912831.8877883,1759862204690,2,7,8
1759912836.9530342,1759862199579,1,2,4
1759912836.9530342,1759862204690,2,7,8
1759912936.1583622,1759862199579,1,2,4
1759912936.1583622,1759862204690,2,7,8
1759912936.8844113,1759862199579,1,2,4
1759912936.8844113,1759862204690,2,7,8
1759912946.5631864,1759862199579,1,1,4
1759912946.5631864,1759862204690,2,7,8
1759912951.5604377,1759862199579,1,1,4
1759912951.5604377,1759862204690,2,7,8
1759912956.5656505,1759862199579,1,1,4
1759912956.5656505,1759862204690,2,7,8
1759912961.562948,1759862199579,1,1,4
1759912961.562948,1759862204690,2,7,8
1759912966.5719926,1759862199579,1,1,4
1759912966.5719926,1759862204690,2,7,8
1759912971.5686545,1759862199579,1,1,4
1759912971.5686545,1759862204690,2,7,8
1759913356.3141847,1759862199579,1,1,4
1759913356.3141847,1759862204690,2,7,8
1759913361.2749891,1759862199579,1,4,6
1759913361.2749891,1759862204690,2,6,9
1759913366.2756882,1759862199579,1,2,6
1759913366.2756882,1759862204690,2,9,11
1759913371.2737868,1759862199579,1,1,6
1759913371.2737868,1759862204690,2,9,11
1759913376.2724805,1759862199579,1,3,6
1759913376.2724805,1759862204690,2,4,11
1759913381.281769,1759862199579,1,2,6
1759913381.281769,1759862204690,2,7,11
1759913386.2800925,1759862199579,1,2,6
1759913386.2800925,1759862204690,2,7,11
1759913391.2756197,1759862199579,1,2,6
1759913391.2756197,1759862204690,2,7,11
1759913396.2740085,1759862199579,1,2,6
1759913396.2740085,1759862204690,2,7,11
1759913401.2679071,1759862199579,1,2,6
1759913401.2679071,1759862204690,2,7,11
1759913604.4920695,1759862199579,1,3,4
1759913604.4920695,1759862204690,2,7,8
1759913609.5245554,1759862199579,1,3,6
1759913609.5245554,1759862204690,2,6,9
1759913614.527525,1759862199579,1,2,6
1759913614.527525,1759862204690,2,9,11
1759913619.5063136,1759862199579,1,1,6
1759913619.5063136,1759862204690,2,9,11
1759913624.4953578,1759862199579,1,2,6
1759913624.4953578,1759862204690,2,5,11
1759913629.4993825,1759862199579,1,2,6
1759913629.4993825,1759862204690,2,5,11
1759913634.4934263,1759862199579,1,2,6
1759913634.4934263,1759862204690,2,5,11
1759913798.156621,1759862199579,1,1,4
1759913798.156621,1759862204690,2,7,8
1759913803.2070096,1759862199579,1,3,6
1759913803.2070096,1759862204690,2,7,8
1759913961.3819666,1759862199579,1,2,4
1759913961.3819666,1759862204690,2,8,8
1759913966.4472237,1759862199579,1,4,5
1759913966.4472237,1759862204690,2,6,9
1759913971.4622562,1759862199579,1,2,5
1759913971.4622562,1759862204690,2,9,10
1759913976.3841722,1759862199579,1,1,5
1759913976.3841722,1759862204690,2,8,10
1759913984.172601,1759862199579,1,3,4
1759913984.172601,1759862204690,2,7,8
1759913989.2270002,1759862199579,1,5,6
1759913989.2270002,1759862204690,2,6,9
1759913994.1576273,1759862199579,1,2,6
1759913994.1576273,1759862204690,2,9,11
1759913999.1641746,1759862199579,1,1,6
1759913999.1641746,1759862204690,2,8,11
1759914006.3897982,1759862199579,1,1,4
1759914006.3897982,1759862204690,2,8,8
1759914011.36071,1759862199579,1,3,6
1759914011.36071,1759862204690,2,6,9
1759914016.3881536,1759862199579,1,2,6
1759914016.3881536,1759862204690,2,10,11
1759914023.8855338,1759862199579,1,1,4
1759914023.8855338,1759862204690,2,8,8
1759914028.8901272,1759862199579,1,3,6
1759914028.8901272,1759862204690,2,6,9
1759914033.8977065,1759862199579,1,3,6
1759914033.8977065,1759862204690,2,8,10
1759914038.8851528,1759862199579,1,3,6
1759914038.8851528,1759862204690,2,8,10
1759914043.8867607,1759862199579,1,3,6
1759914043.8867607,1759862204690,2,8,10
1759914048.8864143,1759862199579,1,3,6
1759914048.8864143,1759862204690,2,8,10
1759914053.8980572,1759862199579,1,3,6
1759914053.8980572,1759862204690,2,8,10
1759914058.8850508,1759862199579,1,3,6
1759914058.8850508,1759862204690,2,8,10
1759914063.8901622,1759862199579,1,3,6
1759914063.8901622,1759862204690,2,8,10
1759914068.8918731,1759862199579,1,3,6
1759914068.8918731,1759862204690,2,8,10
1759914073.8824291,1759862199579,1,3,6
1759914073.8824291,1759862204690,2,8,10
1759914081.3828404,1759862199579,1,3,4
1759914081.3828404,1759862204690,2,6,8
1759914086.4095154,1759862199579,1,3,6
1759914086.4095154,1759862204690,2,6,9
1759914091.3691814,1759862199579,1,3,6
1759914091.3691814,1759862204690,2,9,11
1759914096.381286,1759862199579,1,0,6
1759914096.381286,1759862204690,2,9,11
1759914101.4227624,1759862199579,1,3,6
1759914101.4227624,1759862204690,2,5,11
1759914106.3501515,1759862199579,1,2,6
1759914106.3501515,1759862204690,2,5,11
1759914111.3521202,1759862199579,1,2,6
1759914111.3521202,1759862204690,2,5,11
1759914116.364237,1759862199579,1,2,6
1759914116.364237,1759862204690,2,5,11
1759914121.3558104,1759862199579,1,2,6
1759914121.3558104,1759862204690,2,5,11
1759914126.3544695,1759862199579,1,2,6
1759914126.3544695,1759862204690,2,5,11
1759914131.3626964,1759862199579,1,2,6
1759914131.3626964,1759862204690,2,5,11
1759914136.4467263,1759862199579,1,2,6
1759914136.4467263,1759862204690,2,5,11
1759914143.0396633,1759862199579,1,3,4
1759914143.0396633,1759862204690,2,7,8
1759914148.102336,1759862199579,1,3,6
1759914148.102336,1759862204690,2,6,9
1759914153.0691237,1759862199579,1,2,6
1759914153.0691237,1759862204690,2,9,10
1759914158.0816078,1759862199579,1,1,6
1759914158.0816078,1759862204690,2,9,10
1759914163.0376556,1759862199579,1,0,6
1759914163.0376556,1759862204690,2,6,10
1759914168.0477593,1759862199579,1,0,6
1759914168.0477593,1759862204690,2,6,10
1759914173.0490668,1759862199579,1,0,6
1759914173.0490668,1759862204690,2,6,10
1759914178.044075,1759862199579,1,0,6
1759914178.044075,1759862204690,2,6,10
1759914183.041932,1759862199579,1,0,6
1759914183.041932,1759862204690,2,6,10
1759914188.122087,1759862199579,1,0,6
1759914188.122087,1759862204690,2,6,10
1759914193.130538,1759862199579,1,0,6
1759914193.130538,1759862204690,2,6,10
1759914198.9439454,1759862199579,1,0,6
1759914198.9439454,1759862204690,2,6,10
1759914203.9470563,1759862199579,1,0,6
1759914203.9470563,1759862204690,2,6,10
1759914208.9522078,1759862199579,1,0,6
1759914208.9522078,1759862204690,2,6,10
1759914213.947403,1759862199579,1,0,6
1759914213.947403,1759862204690,2,6,10
1759914218.9478395,1759862199579,1,0,6
1759914218.9478395,1759862204690,2,6,10
1759914223.949878,1759862199579,1,0,6
1759914223.949878,1759862204690,2,6,10
1759914228.9564095,1759862199579,1,0,6
1759914228.9564095,1759862204690,2,6,10
1759914233.9886813,1759862199579,1,0,6
1759914233.9886813,1759862204690,2,6,10
1759914238.9564621,1759862199579,1,0,6
1759914238.9564621,1759862204690,2,6,10
1759914263.1662295,1759862199579,1,0,6
1759914263.1662295,1759862204690,2,6,10
1759914288.9809837,1759862199579,1,1,4
1759914288.9809837,1759862204690,2,8,8
1759914293.98751,1759862199579,1,3,6
1759914293.98751,1759862204690,2,7,9
1759914298.9144764,1759862199579,1,3,6
1759914298.9144764,1759862204690,2,8,9
1759914303.9113572,1759862199579,1,3,6
1759914303.9113572,1759862204690,2,8,9
1759914308.9243393,1759862199579,1,3,6
1759914308.9243393,1759862204690,2,4,9
1759914313.9128945,1759862199579,1,2,6
1759914313.9128945,1759862204690,2,6,9
1759914321.787402,1759862199579,1,1,3
1759914321.787402,1759862204690,2,7,8
1759914326.7899182,1759862199579,1,4,4
1759914326.7899182,1759862204690,2,7,8
1759914331.79653,1759862199579,1,4,4
1759914331.79653,1759862204690,2,7,8
1759914348.7176745,1759862199579,1,1,4
1759914348.7176745,1759862204690,2,7,8
1759914353.6742601,1759862199579,1,4,6
1759914353.6742601,1759862204690,2,7,8
1759914358.7089994,1759862199579,1,2,6
1759914358.7089994,1759862204690,2,9,10
1759914363.6738613,1759862199579,1,1,6
1759914363.6738613,1759862204690,2,9,10
1759914368.7586904,1759862199579,1,3,6
1759914368.7586904,1759862204690,2,6,10
1759914390.2931428,1759862199579,1,3,4
1759914390.2931428,1759862204690,2,7,8
1759914400.4547417,1759862199579,1,2,4
1759914400.4547417,1759862204690,2,8,8
1759914405.5518892,1759862199579,1,3,5
1759914405.5518892,1759862204690,2,7,9
1759914410.512963,1759862199579,1,2,5
1759914410.512963,1759862204690,2,10,10
1759914415.4563804,1759862199579,1,2,5
1759914415.4563804,1759862204690,2,9,10
1759914420.4565532,1759862199579,1,2,5
1759914420.4565532,1759862204690,2,9,10
1759914425.4455507,1759862199579,1,2,5
1759914425.4455507,1759862204690,2,9,10
1759914430.4628084,1759862199579,1,2,5
1759914430.4628084,1759862204690,2,9,10
1759914435.4594774,1759862199579,1,2,5
1759914435.4594774,1759862204690,2,9,10
1759914440.4592216,1759862199579,1,2,5
1759914440.4592216,1759862204690,2,9,10
1759914449.0688515,1759862199579,1,2,4
1759914449.0688515,1759862204690,2,8,8
1759914454.042214,1759862199579,1,3,6
1759914454.042214,1759862204690,2,6,9
1759914459.0095656,1759862199579,1,3,6
1759914459.0095656,1759862204690,2,9,11
1759914464.0041554,1759862199579,1,2,6
1759914464.0041554,1759862204690,2,8,11
1759914468.995266,1759862199579,1,2,6
1759914468.995266,1759862204690,2,8,11
1759914473.9900064,1759862199579,1,2,6
1759914473.9900064,1759862204690,2,8,11
1759914479.0003374,1759862199579,1,2,6
1759914479.0003374,1759862204690,2,8,11
1759914484.0049682,1759862199579,1,2,6
1759914484.0049682,1759862204690,2,8,11
1759914488.9980822,1759862199579,1,2,6
1759914488.9980822,1759862204690,2,8,11
1759914494.0041265,1759862199579,1,2,6
1759914494.0041265,1759862204690,2,8,11
1759914499.0044556,1759862199579,1,2,6
1759914499.0044556,1759862204690,2,8,11
1759914504.9535449,1759862199579,1,2,6
1759914504.9535449,1759862204690,2,8,11
1759914509.945267,1759862199579,1,2,6
1759914509.945267,1759862204690,2,8,11
1759914517.6027455,1759862199579,1,3,3
1759914517.6027455,1759862204690,2,6,6
1759914526.7149484,1759862199579,1,1,4
1759914526.7149484,1759862204690,2,7,8
1759914531.7176096,1759862199579,1,5,5
1759914531.7176096,1759862204690,2,8,8
1759914536.7911432,1759862199579,1,2,5
1759914536.7911432,1759862204690,2,9,10
1759914541.7168806,1759862199579,1,2,5
1759914541.7168806,1759862204690,2,10,10
1759914546.7120326,1759862199579,1,2,5
1759914546.7120326,1759862204690,2,10,10
1759914551.708772,1759862199579,1,2,5
1759914551.708772,1759862204690,2,10,10
1759914585.3368578,1759862199579,1,2,2
1759914585.3368578,1759862204690,2,6,6
1759914590.332183,1759862199579,1,2,2
1759914590.332183,1759862204690,2,6,6
1759914595.3278894,1759862199579,1,2,3
1759914595.3278894,1759862204690,2,9,9
1759914600.327077,1759862199579,1,2,3
1759914600.327077,1759862204690,2,9,9
1759914605.3340492,1759862199579,1,2,3
1759914605.3340492,1759862204690,2,9,9
1759914610.336244,1759862199579,1,2,3
1759914610.336244,1759862204690,2,9,9
1759914615.3263702,1759862199579,1,2,3
1759914615.3263702,1759862204690,2,9,9
1759914620.3389344,1759862199579,1,2,3
1759914620.3389344,1759862204690,2,9,9
1759914633.041562,1759862199579,1,0,0
1759914633.041562,1759862204690,2,0,0
1759914647.5562844,1759862199579,1,2,3
1759914647.5562844,1759862204690,2,6,8
1759914652.5522044,1759862199579,1,3,4
1759914652.5522044,1759862204690,2,7,8
1759914657.54853,1759862199579,1,3,4
1759914657.54853,1759862204690,2,7,8
1759914662.5445483,1759862199579,1,3,4
1759914662.5445483,1759862204690,2,7,8
1759914667.5500686,1759862199579,1,3,4
1759914667.5500686,1759862204690,2,5,8
1759914675.9281619,1759862199579,1,2,4
1759914675.9281619,1759862204690,2,7,7
1759914680.9972048,1759862199579,1,3,4
1759914680.9972048,1759862204690,2,6,9
1759914687.2536712,1759862199579,1,1,3
1759914687.2536712,1759862204690,2,8,8
1759914707.6624653,1759862199579,1,0,0
1759914707.6624653,1759862204690,2,0,0
1759914712.6638062,1759862199579,1,0,0
1759914712.6638062,1759862204690,2,0,0
1759914721.1592019,1759862199579,1,0,0
1759914721.1592019,1759862204690,2,0,0
1759914729.555848,1759862199579,1,1,3
1759914729.555848,1759862204690,2,8,8
1759914734.5825403,1759862199579,1,5,6
1759914734.5825403,1759862204690,2,6,9
1759914739.5273767,1759862199579,1,2,6
1759914739.5273767,1759862204690,2,8,10
1759914751.5177586,1759862199579,1,3,3
1759914751.5177586,1759862204690,2,8,8
1759914757.485668,1759862199579,1,1,3
1759914757.485668,1759862204690,2,8,8
1759914762.43806,1759862199579,1,5,6
1759914762.43806,1759862204690,2,8,9
1759914767.442139,1759862199579,1,5,6
1759914767.442139,1759862204690,2,8,9
1759914772.434307,1759862199579,1,5,6
1759914772.434307,1759862204690,2,8,9
1759914777.4335535,1759862199579,1,5,6
1759914777.4335535,1759862204690,2,8,9
1759914782.454249,1759862199579,1,5,6
1759914782.454249,1759862204690,2,8,9
1759914787.4338918,1759862199579,1,5,6
1759914787.4338918,1759862204690,2,8,9
1759914793.119096,1759862199579,1,1,4
1759914793.119096,1759862204690,2,7,8
1759914798.1267595,1759862199579,1,1,4
1759914798.1267595,1759862204690,2,7,8
1759914803.1169746,1759862199579,1,1,4
1759914803.1169746,1759862204690,2,7,8
1759914808.1306117,1759862199579,1,1,4
1759914808.1306117,1759862204690,2,7,8
1759914816.4138904,1759862199579,1,0,4
1759914816.4138904,1759862204690,2,6,7
1759914821.4113712,1759862199579,1,0,4
1759914821.4113712,1759862204690,2,6,7
1759914826.4076881,1759862199579,1,0,4
1759914826.4076881,1759862204690,2,6,7
1759914831.5470006,1759862199579,1,1,4
1759914831.5470006,1759862204690,2,7,8
1759914836.4651866,1759862199579,1,3,4
1759914836.4651866,1759862204690,2,6,8
1759914841.3976307,1759862199579,1,2,4
1759914841.3976307,1759862204690,2,6,8
1759914846.4004064,1759862199579,1,2,4
1759914846.4004064,1759862204690,2,6,8
1759914851.4084923,1759862199579,1,2,4
1759914851.4084923,1759862204690,2,6,8
1759914856.3998244,1759862199579,1,2,4
1759914856.3998244,1759862204690,2,6,8
1759914861.4031937,1759862199579,1,2,4
1759914861.4031937,1759862204690,2,6,8
1759914866.4075754,1759862199579,1,2,4
1759914866.4075754,1759862204690,2,6,8
1759914871.9482358,1759862199579,1,2,4
1759914871.9482358,1759862204690,2,6,8
1759914876.9558263,1759862199579,1,2,4
1759914876.9558263,1759862204690,2,6,8
1759914881.9460235,1759862199579,1,2,4
1759914881.9460235,1759862204690,2,6,8
